,id,cons_12m,cons_gas_12m,cons_last_month,date_activ,date_end,date_modif_prod,date_renewal,forecast_cons_12m,forecast_cons_year,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_off_peak,forecast_price_energy_peak,forecast_price_pow_off_peak,has_gas,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,pow_max,churn,delta_price_off_peak_var,delta_price_peak_var,delta_price_mid_peak_var,delta_price_off_peak_fix,delta_price_peak_fix,delta_price_mid_peak_fix,avg_price_off_peak_var,avg_price_peak_var,avg_price_mid_peak_var,avg_price_off_peak_fix,avg_price_peak_fix,avg_price_mid_peak_fix
411,ee8df1582e431faff2a4dea4b6441ed2,953085,0,68400,2010-06-07,2016-06-07,2010-06-07,2015-06-14,5386.17,5181,0.0,131.04,0.1169099999999999,0.100572,40.606701,f,528.24,24.2,24.2,1,575.5,6,41.5,0,-0.0061,-0.0012,0.0047,0.1629,-0.0012,0.0047,0.1236,0.1032,0.0739,40.6474,24.3885,16.259
412,20ef579dc0ae3d4fee434f6adadac00e,18557,0,0,2009-08-03,2016-08-03,2015-06-17,2015-08-04,1932.84,0,0.0,16.41,0.16059,0.083332,44.31137796,f,0.0,14.7,14.7,1,128.55,6,13.856,0,-0.0071,-0.0018,0.0,0.1778,-0.0018,0.0,0.1643,0.0844,0.0,44.3262,0.0,0.0
413,957ad2bcf499258f7be1f2eeb28a187c,7150,0,554,2010-08-09,2016-08-09,2010-08-09,2015-08-10,1057.24,554,0.0,19.12,0.144902,0.0,44.31137796,f,80.95,15.6,15.6,1,93.21,5,13.15,0,-0.0034,0.0,0.0,0.1778,0.0,0.0,0.1487,0.0,0.0,44.3262,0.0,0.0
414,55de55ac6344f0bea14b08076fdddcac,0,0,0,2011-02-24,2016-02-24,2015-12-17,2015-02-27,0.0,0,0.0,0.0,0.140103,0.0,44.31137796,f,0.0,33.12,33.12,1,151.6,5,13.2,0,-0.0083,0.0,0.0,-0.0,0.0,0.0,0.145,0.0,0.0,44.2669,0.0,0.0
415,f9b4b659ad264e54f0600865599dff78,26844,0,0,2012-09-06,2016-09-06,2015-08-27,2015-09-07,2715.81,0,0.0,120.74,0.114603,0.098261,40.606701,f,0.0,11.55,11.55,1,317.14,3,24.15,0,-0.0122,-0.0077,-0.0016,0.0,-0.0077,-0.0016,0.1245,0.1041,0.0742,40.7289,24.4373,16.2916
416,57d8fe18fb12572e7529ad9777fd75fa,6269,0,0,2010-02-03,2016-02-03,2015-12-16,2015-02-04,946.19,0,0.0,16.54,0.145541,0.0,44.31137796,f,0.0,34.68,34.68,1,98.43,6,13.856,0,-0.0063,0.0,0.0,-0.0,0.0,0.0,0.1506,0.0,0.0,44.2669,0.0,0.0
417,4d4679c164a423a3852e8ae57687541d,6911,0,0,2012-08-01,2016-08-01,2013-10-30,2015-08-02,1004.45,0,0.0,13.91,0.140621,0.0,44.31137796,f,0.0,12.36,12.36,1,110.35,3,10.392,0,-0.0042,0.0,0.0,0.1778,0.0,0.0,0.145,0.0,0.0,44.3262,0.0,0.0
418,d57f8d9a4b9f9179cf1880ff036aa9a1,210246,0,41541,2010-06-07,2016-06-07,2010-06-07,2015-06-14,1765.84,1448,0.0,16.3,0.1646369999999999,0.087381,44.31137796,f,176.32,19.28,19.28,1,169.42,6,13.2,1,-0.0015,0.0037,0.0,0.1778,0.0037,0.0,0.1678,0.0861,0.0,44.3558,0.0,0.0
419,5d2a4cc16b141e1394dd5035dfac800d,16681,0,334,2012-04-11,2016-04-11,2012-04-11,2015-04-12,535.71,0,0.0,18.02,0.146694,0.0,44.31137796,f,0.0,28.6,28.6,1,56.44,4,13.85,0,-0.0045,0.0,0.0,0.1778,0.0,0.0,0.1512,0.0,0.0,44.3855,0.0,0.0
420,e56bb5347d9d81dacda87f7ab4def529,4483,14656,0,2011-12-14,2016-12-14,2015-11-01,2015-12-16,673.14,0,0.0,5.68,0.14346,0.0,45.81137796,t,0.0,20.52,20.52,2,68.36,4,13.2,0,-0.0085,0.0,0.0,-0.0,0.0,0.0,0.1496,0.0,0.0,44.2669,0.0,0.0
421,59470abf25e95d8334151956a6ed9bd2,52134,33936,3472,2012-02-08,2016-02-08,2012-02-08,2015-02-09,4671.62,3472,0.0,130.78,0.1169,0.1000149999999999,40.606701,t,346.41,47.16,47.16,2,538.3,4,31.5,0,-0.0062,-0.0023,0.0035,0.1629,-0.0023,0.0035,0.1243,0.1038,0.0732,40.7017,24.421,16.2807
422,0c6f6b23f1826f6ed996e3f833d85c97,11290,0,572,2012-02-20,2017-01-18,2016-01-18,2015-02-27,906.15,133,30.0,13.78,0.200722,0.0,46.70417796,f,26.87,45.12,45.12,2,65.12,4,13.856,0,-0.0474,0.0,0.0,-1.3162,0.0,0.0,0.178,0.0,0.0,45.4319,0.0,0.0
423,e87bdb7775736a284fa29910874e4826,19414,0,473,2010-03-03,2016-03-03,2010-03-03,2015-03-06,353.33,237,0.0,131.04,0.120372,0.103487,40.606701,f,24.2,36.3,36.3,1,42.33,6,16.0,0,-0.0068,-0.0029,0.0029,0.1629,-0.0029,0.0029,0.1278,0.1073,0.0765,40.6882,24.4129,16.2753
424,a29486e698c3ceda99415c1b7ca19651,27076,24758,5771,2011-01-03,2017-01-03,2014-11-14,2016-01-04,3405.72,4889,0.0,18.66,0.143801,0.0,44.31137796,t,708.76,29.76,29.76,2,308.97,5,13.2,0,-0.0029,0.0,0.0,-0.0,0.0,0.0,0.1467,0.0,0.0,44.2669,0.0,0.0
425,d394ccf14e902e1fbe0e02b891c05ad6,18521,0,0,2012-03-06,2016-03-06,2012-03-06,2015-03-09,362.83,0,0.0,17.69,0.146694,0.0,44.31137796,f,0.0,30.22,30.22,1,36.51,4,13.2,0,-0.0051,0.0,0.0,-0.0,0.0,0.0,0.1508,0.0,0.0,44.2669,0.0,0.0
426,9d4f6f7802ada8adae9dea612677b664,29401,0,0,2012-04-02,2016-04-02,2014-06-27,2015-04-04,4436.81,0,0.0,15.2,0.146694,0.0,44.31137796,f,0.0,24.52,24.52,1,148.45,4,13.2,0,-0.0023,0.0,0.0,0.0,0.0,0.0,0.1506,0.0,0.0,44.4447,0.0,0.0
427,8edbd10b24bb0cce306a2f46ab164247,38998,0,1906,2011-11-22,2016-11-22,2015-11-01,2015-11-23,4046.16,1906,0.0,161.71,0.1153599999999999,0.100243,40.606701,f,190.81,3.72,3.72,1,402.28,4,19.8,0,-0.0115,-0.0057,-0.0012,0.0,-0.0057,-0.0012,0.125,0.1046,0.0742,40.7289,24.4373,16.2916
428,81feb80cee11de57d733bd468529333a,5931,15063,0,2011-01-05,2016-11-02,2015-11-02,2015-10-23,1065.74,0,0.0,17.24,0.138847,0.0,44.31137796,t,0.0,7.32,7.32,4,62.7,5,13.856,0,-0.0489,0.0,0.0,-1.3162,0.0,0.0,0.1778,0.0,0.0,45.4319,0.0,0.0
429,63abf87439c71fd9e16ea477c42669ba,13317,0,1465,2009-10-16,2016-10-16,2015-05-24,2015-10-18,1168.77,1179,0.0,131.24,0.1152369999999999,0.100123,40.606701,f,124.77,8.28,8.28,1,125.4,6,16.5,0,-0.0093,-0.0036,0.0007,0.1629,-0.0036,0.0007,0.1237,0.1035,0.0733,40.5931,24.3559,16.2372
430,98875c3b8d6c537854593e8e1f3be168,48145,0,2800,2012-03-16,2016-03-16,2012-03-16,2015-03-17,716.46,2,0.0,13.39,0.146694,0.0,44.31137796,f,0.3,30.0,30.0,1,122.88,4,13.15,0,-0.0045,0.0,0.0,0.1778,0.0,0.0,0.1512,0.0,0.0,44.4003,0.0,0.0
431,a2076aa294dc6f4f746b3306167369fc,1617,6330,46,2012-09-10,2016-09-10,2012-09-10,2015-09-11,183.38,46,0.0,18.58,0.16695,0.089695,44.31137796,t,5.47,10.03,10.03,3,18.73,3,10.35,0,-0.003,0.0022,0.0,0.1778,0.0022,0.0,0.1704,0.0884,0.0,44.3114,0.0,0.0
432,abea7297c07b9e664f93628058f35ef5,6017,0,1657,2009-11-04,2016-11-04,2009-11-04,2015-11-05,820.92,1455,0.0,1.07,0.146348,0.0,45.80687796,t,214.63,21.78,21.78,3,86.79,6,13.2,0,-0.0034,0.0,0.0,1.6778,0.0,0.0,0.1499,0.0,0.0,44.4067,0.0,0.0
433,7b8467b9b5c738e422005c52015adaee,1740024,0,222684,2010-05-01,2016-05-01,2010-05-01,2015-05-02,4010.19,3771,0.0,16.12,0.1646369999999999,0.087381,44.31137796,f,425.62,22.95,22.95,1,376.18,6,13.856,0,-0.0015,0.0037,0.0,0.1778,0.0037,0.0,0.1681,0.0865,0.0,44.3706,0.0,0.0
434,58d7f66060ea8781d1f37e033960ebd9,8865,0,674,2010-10-29,2016-10-29,2015-05-26,2015-10-30,944.32,674,0.0,132.75,0.1152369999999999,0.100123,40.9390266,f,68.61,26.4,26.4,1,103.71,5,19.8,0,-0.0093,-0.0036,0.0007,0.4962,-0.0036,0.0007,0.1237,0.1035,0.0733,40.6487,24.4114,16.2928
435,87dc3f37c5dd3e699094783aa1f7f060,3118110,468369,289924,2012-02-01,2016-02-01,2012-02-01,2015-02-02,598.84,565,0.0,39.77,0.120372,0.103487,40.606701,t,60.1,42.48,42.48,2,67.48,4,17.0,0,-0.0073,-0.0033,0.0026,0.0,-0.0033,0.0026,0.1326,0.1019,0.0573,41.4912,18.2547,12.1698
436,bbcab4d655929852eb0927417cac6b6a,62945,96268,5304,2012-06-01,2016-06-01,2012-06-01,2015-06-14,6298.67,5304,0.0,0.0,0.113323,0.096984,40.606701,t,509.09,36.2,36.2,2,572.06,4,62.0,0,-0.0097,-0.0048,0.0011,0.1629,-0.0048,0.0011,0.1218,0.1014,0.0721,40.6474,24.3885,16.259
437,9ecc8117e0592d7c2fa79c023e6aef11,816280,0,60696,2009-11-09,2016-11-09,2015-11-01,2015-11-10,2007.22,4770,0.0,121.0,0.1135089999999999,0.0983909999999999,40.606701,f,439.25,3.69,3.69,1,279.72,6,19.722,0,-0.0116,-0.0058,-0.0013,0.0,-0.0058,-0.0013,0.1242,0.1038,0.0735,40.7289,24.4373,16.2916
438,c2fa31883fbf46a4e99f6f28f6af7122,3769,0,0,2012-10-08,2016-11-12,2014-11-12,2015-11-13,558.82,0,0.0,16.5,0.144902,0.0,44.31137796,f,0.0,6.96,6.96,1,62.88,3,13.15,0,-0.0028,0.0,0.0,0.1778,0.0,0.0,0.1481,0.0,0.0,44.3114,0.0,0.0
439,cbc62eafb0faf2eaf5b9d54c81e09ffd,32081,0,0,2008-06-17,2016-06-17,2008-06-17,2015-06-23,1890.11,0,0.0,120.76,0.115174,0.098837,40.606701,f,0.0,36.64,36.64,1,240.99,8,40.0,0,-0.0078,-0.0029,0.003,0.1629,-0.0029,0.003,0.1228,0.1023,0.073,40.6474,24.3885,16.259
440,f0463afebee8a4d05854a5790d2f3c6b,26173,0,0,2012-05-28,2016-07-07,2015-07-07,2015-04-14,4021.3,0,0.0,0.0,0.1383049999999999,0.0,44.31137796,f,0.0,29.76,29.76,2,329.76,4,13.2,1,-0.0079,0.0,0.0,0.1778,0.0,0.0,0.1541,0.0,0.0,44.6355,0.0,0.0
441,ed9a1f060cfbb9169735642ce32ea094,6812,0,0,2011-08-24,2016-08-24,2011-08-24,2015-08-25,755.49,0,0.0,13.88,0.1457109999999999,0.0,44.31137796,f,0.0,15.72,15.72,1,92.82,4,13.2,1,-0.0038,0.0,0.0,0.1778,0.0,0.0,0.1497,0.0,0.0,44.3262,0.0,0.0
442,db9bbcb3991c701895fd7a98aab01bb0,6654,50814,0,2011-05-04,2016-05-04,2014-04-23,2015-05-05,428.18,0,0.0,16.82,0.1457109999999999,0.0,44.31137796,t,0.0,19.2,19.2,2,41.6,5,10.392,0,-0.002,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,44.4447,0.0,0.0
443,3af3ef9fda78d15c72c25d3d9c5a2678,27602,506450,3055,2009-10-14,2016-10-14,2009-10-14,2015-10-15,2721.95,3055,0.0,131.81,0.1152369999999999,0.100123,40.606701,t,294.8,9.16,9.16,2,320.54,6,27.5,0,-0.0093,-0.0036,0.0007,0.1629,-0.0036,0.0007,0.124,0.1038,0.0736,40.5931,24.3559,16.2372
444,acc790aa776c1bc6261925663d9e1b7d,2243,0,698,2012-03-05,2016-03-05,2012-03-05,2015-03-06,280.03,698,0.0,19.46,0.146694,0.0,44.31137796,f,103.47,29.86,29.86,1,31.01,4,13.15,1,-0.0045,0.0,0.0,0.1778,0.0,0.0,0.1512,0.0,0.0,44.4003,0.0,0.0
445,04c39ce7e7d535fd930fcd0028721960,11657,0,648,2010-01-15,2016-02-15,2010-01-15,2015-02-16,747.46,648,0.0,132.51,0.120372,0.103487,40.606701,f,64.05,43.08,43.08,1,92.65,6,17.25,0,-0.0068,-0.0029,0.0029,0.1629,-0.0029,0.0029,0.1279,0.1074,0.0767,40.7017,24.421,16.2807
446,87efca429c3ae2ba204db4577a8ae26a,16403,0,0,2013-02-06,2016-02-06,2015-03-27,2015-02-09,1675.12,0,0.0,117.18,0.115172,0.098282,40.606701,f,0.0,44.88,44.88,1,224.51,3,30.0,1,-0.009,-0.005,0.0009,0.0,-0.005,0.0009,0.1234,0.1028,0.0721,40.7289,24.4373,16.2916
447,92e7dcb6abf7608021955e332fc9b9ed,5731448,0,771203,2011-07-19,2016-07-19,2011-07-19,2015-07-20,1760.39,0,0.0,40.25,0.1640569999999999,0.0868029999999999,44.31137796,f,0.0,17.45,17.45,1,138.84,5,13.85,0,-0.0042,0.0013,0.0,0.0,0.0013,0.0,0.1685,0.0865,0.0,44.4447,0.0,0.0
448,87ff1797c781c6f51bc199e83cc96b54,4020,0,609,2012-11-05,2016-11-05,2014-06-28,2015-11-06,608.65,609,0.0,19.96,0.147506,0.0,45.80687796,f,90.77,17.13,17.13,1,64.36,3,10.392,0,-0.0036,0.0,0.0,1.5,0.0,0.0,0.1513,0.0,0.0,44.5697,0.0,0.0
449,9504fc1a7e47f544a0c54940e49e82a5,16417,0,0,2010-05-11,2016-05-11,2010-05-11,2015-05-12,2416.58,0,0.0,2.73,0.142819,0.0,44.31137796,f,0.0,17.22,17.22,1,202.09,6,10.392,0,-0.0038,0.0,0.0,0.1778,0.0,0.0,0.147,0.0,0.0,44.3706,0.0,0.0
450,3a8a2f6f0329927054c3149dac3cd533,36672,13339,2959,2012-03-01,2016-03-01,2015-03-10,2015-03-09,3704.26,2959,0.0,129.61,0.116329,0.099439,40.606701,t,292.81,54.07,54.07,4,442.27,4,40.0,0,-0.0108,-0.0069,-0.0011,0.1629,-0.0069,-0.0011,0.1246,0.104,0.0732,40.6882,24.4129,16.2753
451,ec7386aca88430d0f65dff82a1c4a7e5,2365,0,0,2012-05-03,2016-05-03,2012-05-03,2015-05-04,354.8,0,0.0,18.62,0.1457109999999999,0.0,44.31137796,f,0.0,24.42,24.42,1,35.77,4,13.2,0,-0.0038,0.0,0.0,0.1778,0.0,0.0,0.1499,0.0,0.0,44.3706,0.0,0.0
452,4bcc5f0284f0df4c13458f07c1fa2344,7806,0,0,2011-09-30,2016-09-30,2011-09-30,2015-10-01,1018.0,0,0.0,18.37,0.1457109999999999,0.0,44.31137796,f,0.0,11.06,11.06,1,100.77,4,11.42,0,-0.0038,0.0,0.0,0.1778,0.0,0.0,0.1496,0.0,0.0,44.2966,0.0,0.0
453,54560a764b3fa9bd5741190348e46de3,222692,0,14837,2010-02-01,2016-02-01,2010-02-01,2015-02-02,377.62,350,0.0,135.11,0.1169,0.1000149999999999,40.606701,f,34.48,107.4,107.4,1,39.69,6,43.0,0,-0.0067,-0.0027,0.0032,0.0,-0.0027,0.0032,0.1239,0.1034,0.0729,40.566,24.3396,16.2264
454,255512e6e67c3c4adf901c0867bb4446,29588,133493,2308,2005-03-09,2016-03-09,2005-03-09,2015-03-10,2990.2,2308,0.0,132.09,0.1169,0.1000149999999999,40.606701,t,227.88,26.76,26.76,2,329.92,11,19.8,0,-0.0062,-0.0023,0.0035,0.1629,-0.0023,0.0035,0.1242,0.1036,0.0729,40.6882,24.4129,16.2753
455,6446faae54c096dea69725a0a259c5de,4655,0,0,2011-09-20,2016-09-20,2011-09-20,2015-09-28,699.17,0,0.0,16.3,0.1457109999999999,0.0,44.31137796,f,0.0,13.4,13.4,1,66.72,4,13.856,0,-0.0038,0.0,0.0,0.1778,0.0,0.0,0.1497,0.0,0.0,44.3114,0.0,0.0
456,b894e7713f2dc76c68bf91e8d2a5642e,1326,0,0,2012-06-27,2016-06-27,2012-06-27,2015-07-04,198.69,0,0.0,17.4,0.1457109999999999,0.0,44.31137796,f,0.0,16.92,16.92,1,19.41,4,10.392,0,-0.0038,0.0,0.0,0.1778,0.0,0.0,0.1499,0.0,0.0,44.3558,0.0,0.0
457,35769856df59afe188951058873a1966,860,0,0,2013-01-07,2017-01-07,2013-01-07,2016-01-08,228.87,0,0.0,15.2,0.273957,0.0,59.26637796,f,0.0,165.0,165.0,1,171.48,3,11.0,0,0.1189,0.0,0.0,14.94,0.0,0.0,0.2674,0.0,0.0,57.9619,0.0,0.0
458,6eefa8daa35251b7fd5a4d2b1409d86e,17610,0,1447,2011-12-29,2016-03-22,2015-03-09,2015-03-23,1738.95,1447,0.0,144.01,0.1157509999999999,0.098862,40.606701,f,141.49,22.32,22.32,1,214.93,4,16.5,0,-0.0074,-0.0035,0.0023,0.1629,-0.0035,0.0023,0.1231,0.1026,0.0718,40.6882,24.4129,16.2753
459,22dc23342f14ea066c71cc3778c0a10c,0,0,0,2012-06-22,2016-02-14,2015-12-16,2015-02-16,1453.16,0,0.0,0.0,0.160012,0.0821139999999999,44.31137796,f,57.86,23.4,23.4,1,113.05,4,10.392,1,-0.0025,0.0031,0.0,0.0,0.0031,0.0,0.1656,0.0841,0.0,44.2669,0.0,0.0
460,fb849a1863ecfdf21038099fb728492a,15308,0,0,2010-03-29,2016-03-29,2010-03-29,2015-03-30,2274.38,0,0.0,18.37,0.144149,0.0,44.31137796,f,0.0,25.72,25.72,1,209.52,6,12.5,0,-0.0034,0.0,0.0,0.1778,0.0,0.0,0.1484,0.0,0.0,44.4003,0.0,0.0
461,84f8c6508c989b3dadd7ea65b08c7e17,34190,0,4843,2012-06-11,2016-07-04,2014-07-04,2015-07-08,206.27,234,0.0,18.37,0.144902,0.0,44.31137796,f,34.21,19.48,19.48,2,21.35,4,13.856,0,-0.0013,0.0,0.0,0.1778,0.0,0.0,0.1481,0.0,0.0,44.3706,0.0,0.0
462,0cf2b0d0f107bd05dcba322bfcdb888d,1240756,0,123925,2010-05-03,2016-05-03,2010-05-03,2015-05-04,4411.22,3603,0.0,16.23,0.1646369999999999,0.087381,44.31137796,f,405.1,22.95,22.95,1,344.92,6,13.856,0,-0.0015,0.0037,0.0,0.1778,0.0037,0.0,0.1681,0.0865,0.0,44.3706,0.0,0.0
463,ce44cb384c6c2a7ecfd86c4509b73a86,3926060,1959386,469210,2011-10-22,2016-10-22,2011-10-22,2015-10-23,106.05,0,0.0,14.04,0.147506,0.0,46.30537836,t,0.0,28.76,28.76,2,10.12,4,13.856,0,-0.003,0.0,0.0,2.1778,0.0,0.0,0.1508,0.0,0.0,44.6299,0.0,0.0
464,478eded5b580203c66daef467f8014c5,8133,0,0,2010-04-21,2016-04-21,2010-04-21,2015-04-22,819.88,0,0.0,10.48,0.164635,0.086741,44.31137796,f,0.0,23.76,23.76,1,90.17,6,11.5,0,-0.0035,0.0017,0.0,0.1778,0.0017,0.0,0.169,0.0869,0.0,44.3855,0.0,0.0
465,d82fe79b54e48fc8458e10997ffbdbac,1662549,0,106463,2009-09-22,2016-06-30,2009-09-22,2015-07-04,3251.46,3484,0.0,16.35,0.1640569999999999,0.0868029999999999,44.31137796,f,398.37,15.08,15.08,1,268.36,6,10.35,0,-0.0036,0.0017,0.0,0.1778,0.0017,0.0,0.1662,0.0863,0.0,44.341,0.0,0.0
466,66e27569d14ed7b5d46114c429058518,250031,0,25021,2010-12-20,2016-12-20,2010-12-20,2015-12-21,1264.37,0,0.0,19.43,0.147502,0.0,45.31137756,f,0.0,15.12,15.12,1,131.42,5,13.2,0,-0.0045,0.0,0.0,-0.0,0.0,0.0,0.1506,0.0,0.0,44.2669,0.0,0.0
467,89d91200942ec946a1cffab428a0704d,8331,0,2315,2010-07-14,2016-03-18,2015-03-18,2014-12-18,1694.3,2315,30.0,16.09,0.19923,0.0,45.80687796,f,465.03,33.19,33.19,2,100.41,6,10.392,0,0.0535,0.0,0.0,1.6778,0.0,0.0,0.1986,0.0,0.0,45.713,0.0,0.0
468,2303162292fd5f7cb7038636c205ee41,130987,0,8652,2012-05-01,2016-06-19,2015-06-19,2015-05-02,15031.14,8652,28.0,275.97,0.161936,0.1363359999999999,41.1052014,f,1115.89,219.88,219.88,1,1302.36,4,80.0,0,0.0438,0.0395,0.0326,0.5,0.0395,0.0326,0.1482,0.1167,0.072,41.5686,20.6144,13.8263
469,44f163dad811f1e54b18be2cf2f3c4f4,6207104,41532,558120,2011-03-03,2016-08-03,2011-03-03,2015-08-04,1691.06,1352,0.0,129.61,0.115174,0.098837,40.606701,t,132.01,14.4,14.4,2,185.09,5,23.01,0,-0.0078,-0.0029,0.003,0.1629,-0.0029,0.003,0.1227,0.1021,0.0725,40.6203,24.3722,16.2481
470,938ebb29822fad50bc2b32e28e39f83f,1845,0,0,2012-02-03,2016-02-26,2015-12-18,2015-02-27,351.13,0,28.0,18.37,0.182936,0.0,47.80087836,f,0.0,52.56,52.56,1,30.96,4,15.0,0,-0.0037,0.0,0.0,0.1838,0.0,0.0,0.1902,0.0,0.0,45.7916,0.0,0.0
471,358a625e109404fab9988ef41426aa74,9122,0,499,2010-01-15,2016-03-02,2010-01-15,2015-03-06,1004.93,499,0.0,129.73,0.1169,0.1000149999999999,40.606701,f,51.45,56.9,56.9,1,104.62,6,25.097,0,-0.0062,-0.0023,0.0035,0.1629,-0.0023,0.0035,0.1242,0.1036,0.0729,40.6882,24.4129,16.2753
472,80e0dfb07aecc74b4838458386f9b148,2036,0,0,2009-12-24,2016-12-24,2015-10-30,2015-12-25,304.33,0,0.0,16.44,0.143459,0.0,46.30537836,f,0.0,20.54,20.54,1,24.17,6,10.392,0,-0.0073,0.0,0.0,-0.0,0.0,0.0,0.1491,0.0,0.0,44.2669,0.0,0.0
473,ded69a4a2eb05b42cd12768683ef1426,199,0,22,2012-03-30,2016-03-30,2012-03-30,2015-03-31,30.1,22,0.0,6.48,0.146694,0.0,44.31137796,f,3.27,33.06,33.06,1,3.18,4,14.49,0,-0.0045,0.0,0.0,0.1778,0.0,0.0,0.1512,0.0,0.0,44.4003,0.0,0.0
474,7e8509ac5b68961085c3b464e694adb7,10009,0,0,2012-03-23,2016-03-23,2013-12-12,2015-03-25,1027.56,0,0.0,118.6,0.120372,0.103487,40.606701,f,0.0,27.3,27.3,1,133.28,4,15.1,0,-0.0068,-0.0029,0.0029,0.1629,-0.0029,0.0029,0.1278,0.1073,0.0765,40.6882,24.4129,16.2753
475,32fb1dfb29c315c3452172bc66965df5,16958,0,346,2009-12-31,2016-12-31,2015-10-30,2016-01-01,1780.74,0,0.0,12.56,0.143227,0.0,44.31137796,f,0.0,4.7,4.7,1,180.41,6,12.5,1,-0.0015,-0.0855,0.0,0.0,-0.0855,0.0,0.1473,0.0071,0.0,44.2669,0.0,0.0
476,c4da467575f76cfb24bbd80dc5e2fa3a,17392,0,0,2012-01-26,2017-01-26,2015-11-18,2016-01-27,814.99,0,0.0,16.63,0.144963,0.0,44.31137796,f,0.0,33.12,33.12,1,83.61,4,13.2,0,-0.0069,0.0,0.0,-0.0,0.0,0.0,0.1502,0.0,0.0,44.2669,0.0,0.0
477,9f747d4a8a435d13296eb8ba99ed481e,7327,0,0,2011-06-28,2016-11-23,2015-09-18,2015-11-24,1065.29,0,0.0,16.49,0.142881,0.0,45.30837756,f,0.0,17.67,17.67,1,89.79,5,13.85,0,-0.0031,0.0,0.0,1.1778,0.0,0.0,0.1449,0.0,0.0,44.3651,0.0,0.0
478,ec235a413134552c4d14526c48b71195,6519,0,785,2009-11-20,2016-11-20,2009-11-20,2015-11-21,669.48,785,0.0,131.78,0.1152369999999999,0.100123,40.9390266,f,80.68,19.56,19.56,1,77.16,6,16.5,0,-0.0093,-0.0036,0.0007,0.4962,-0.0036,0.0007,0.1241,0.1037,0.0735,40.6073,24.3755,16.2596
479,f430a1275c52a267ed481ecb1fd7aa9c,46786,51015,3715,2009-10-10,2016-10-10,2015-05-24,2015-10-11,4765.07,3715,0.0,129.26,0.1152369999999999,0.100123,40.606701,t,368.66,10.0,10.0,2,547.65,6,30.0,0,-0.0098,-0.0041,0.0004,0.0,-0.0041,0.0004,0.1241,0.1039,0.0736,40.7289,24.4373,16.2916
480,9ec5ebdaf7a5327b8308502a1be746ef,10129,44280,0,2011-12-13,2016-12-13,2015-11-01,2015-12-14,1523.2,0,0.0,16.95,0.14346,0.0,45.30837756,t,0.0,11.4,11.4,2,121.64,4,10.392,0,-0.0085,0.0,0.0,-0.0,0.0,0.0,0.1499,0.0,0.0,44.2669,0.0,0.0
481,5abcde32942f75f4bdb7fe95daf79f0e,21731,0,0,2013-04-26,2016-04-25,2015-04-14,2015-04-26,2280.93,0,0.0,150.06,0.117496,0.101155,40.606701,f,0.0,29.3,29.3,1,288.17,3,24.249,0,-0.0089,-0.0041,0.0018,0.1629,-0.0041,0.0018,0.1254,0.1051,0.0761,40.6746,24.4047,16.2698
482,53a992b862e423722863499c46727a65,1713,0,0,2012-11-29,2016-11-29,2012-11-29,2015-11-30,123.94,0,0.0,0.0,0.147506,0.0,46.30537836,f,0.0,27.01,27.01,1,30.84,3,11.0,1,-0.0064,0.0855,0.0,-0.0,0.0855,0.0,0.1504,0.0071,0.0,44.2669,0.0,0.0
483,998a4a2fd9965b702366e3dba0459caf,1252,0,101,2011-01-20,2017-01-20,2011-01-20,2016-01-21,114.27,101,0.0,132.15,0.1169019999999999,0.1000149999999999,40.606701,f,9.43,48.24,48.24,1,13.72,5,19.3,0,-0.0067,-0.0027,0.0032,0.0,-0.0027,0.0032,0.124,0.1036,0.0732,40.566,24.3396,16.2264
484,7e7a74cf490968cc37c8c6ba8963cc4c,5731448,0,771203,2011-07-14,2016-07-14,2011-07-14,2015-07-15,3798.85,3198,0.0,144.39,0.115174,0.098837,40.606701,f,311.33,46.28,46.28,1,384.14,5,60.0,0,-0.0083,-0.0033,0.0027,0.0,-0.0033,0.0027,0.123,0.1024,0.0729,40.7289,24.4373,16.2916
485,9a100dd87ecc1736012381616299a365,3334,0,0,2009-09-23,2016-09-23,2009-09-23,2015-09-25,175.02,0,0.0,17.27,0.144902,0.0,44.31137796,f,0.0,13.4,13.4,1,16.84,6,13.85,0,-0.0034,0.0,0.0,0.1778,0.0,0.0,0.1486,0.0,0.0,44.3114,0.0,0.0
486,9bd7cc1ce2b4405ce9ad12e82683781f,11059,0,872,2010-06-04,2016-06-04,2015-05-22,2015-06-14,1112.61,872,0.0,147.72,0.11634,0.099998,40.606701,f,85.0,24.76,24.76,1,154.93,6,19.8,1,-0.0101,-0.0052,0.0007,0.1629,-0.0052,0.0007,0.125,0.1046,0.0753,40.6474,24.3885,16.259
487,f541761f11c90abea5a834bd1005d74d,14776,0,0,2010-06-22,2016-06-22,2010-06-22,2015-06-23,1875.74,0,0.0,16.25,0.1640569999999999,0.0868029999999999,44.31137796,f,0.0,20.2,20.2,1,126.1,6,13.856,0,-0.0036,0.0017,0.0,0.1778,0.0017,0.0,0.1682,0.0865,0.0,44.3558,0.0,0.0
