id;new_business;age;number_of_contracts;property;life;health;premium_customer;premium_household;sales_channel;new_business_py;self_employed;gender_male
1070;1;70;1;1;0;0;240.91;417.49;tied_agend;none;1;1
1071;1;55;2;1;0;0;1084.32;1450.11;broker;none;0;1
1072;0;46;1;0;1;0;1655.56;1655.56;broker;none;0;1
1073;1;50;2;1;1;0;1383.52;10680.98;tied_agend;none;1;0
1074;0;33;1;0;1;0;403.63;3107.3;tied_agend;none;1;0
1075;1;39;1;1;0;0;391.21;1368.21;other;none;1;0
1076;0;52;1;0;1;0;2848.65;2848.65;bank;none;1;1
1077;0;63;2;1;0;0;146.03;298.69;tied_agend;none;0;1
1078;0;38;1;1;0;0;207.78;1860.48;tied_agend;none;1;1
1079;0;39;1;0;0;1;1.01;1.01;broker;none;0;0
1080;1;30;1;0;0;1;94.13;744.1;tied_agend;none;1;1
1081;0;70;1;0;0;1;1181.69;1181.69;tied_agend;none;0;0
1082;0;35;1;0;0;1;495.79;903.09;tied_agend;none;0;0
1083;1;62;2;1;0;1;566.88;867.27;tied_agend;lh;0;1
1084;0;53;1;1;0;0;268.83;268.83;tied_agend;none;0;1
1085;0;32;1;1;0;0;74.07;74.07;tied_agend;none;0;1
1086;1;34;1;1;0;0;434.65;434.65;other;p;0;1
1087;0;70;1;0;1;0;5.57;5.57;broker;none;0;0
1088;1;51;7;1;1;1;1443.95;1626.85;multiple;p;0;1
1089;1;60;5;1;1;0;791.62;2036.35;tied_agend;none;1;0
1090;1;44;1;1;0;0;587.13;587.13;other;none;0;1
1091;0;31;1;0;0;1;67.98;67.98;tied_agend;none;0;1
1092;0;59;6;1;0;0;1950.67;1950.67;multiple;none;0;0
1093;0;56;3;1;0;0;520.92;2111.68;broker;p;0;1
1094;0;59;7;1;1;1;2586.21;2586.21;tied_agend;p+;1;1
1095;1;56;3;1;1;0;1735.17;3189.53;tied_agend;none;0;1
1096;0;69;2;1;1;0;790.03;1138.06;tied_agend;none;0;1
1097;0;61;2;1;1;0;689.09;689.09;tied_agend;none;0;1
1098;0;61;6;1;1;0;6487.1;6487.1;tied_agend;none;0;0
1099;0;56;2;1;0;0;146.45;146.45;broker;none;0;1
1100;1;40;1;1;0;0;796.03;2214.61;tied_agend;none;1;1
1101;0;56;1;0;0;1;551.35;551.35;tied_agend;none;0;1
1102;0;44;3;1;0;0;1233.28;1233.28;tied_agend;p;0;1
1103;0;57;2;0;1;1;670.74;670.74;tied_agend;none;0;0
1104;0;36;1;0;0;1;0.51;0.51;broker;none;0;0
1105;1;40;1;1;0;0;1196.3;2125.3;tied_agend;none;1;0
1106;0;66;2;1;0;1;175.21;175.21;tied_agend;none;1;0
1107;1;54;1;0;1;0;4184.91;4184.91;broker;lh;0;1
1108;0;35;1;1;0;0;969.44;969.44;other;p;0;0
1109;1;54;3;1;1;0;587.69;587.69;tied_agend;lh;1;0
1110;0;36;1;1;0;0;779.11;779.11;tied_agend;p;0;1
1111;0;34;2;1;0;0;519.95;682.8;tied_agend;none;0;0
1112;0;36;1;0;1;0;730.68;730.68;broker;none;0;1
1113;0;63;1;1;0;0;1.31;1.31;tied_agend;none;1;0
1114;0;39;9;1;1;0;8026.95;9599.91;tied_agend;lh;1;1
1115;0;35;1;1;0;0;169.15;169.15;other;none;0;0
1116;0;37;3;1;0;0;719.03;1814.9;tied_agend;none;0;0
1117;0;59;1;0;1;0;11.95;11.95;bank;lh;0;0
1118;0;31;4;1;1;0;2347.33;6424.64;tied_agend;none;0;1
1119;1;65;6;1;0;0;2025.62;2025.62;tied_agend;none;1;1
1120;0;39;2;1;1;0;118.06;3374.74;multiple;none;0;1
1121;0;33;1;1;0;0;280.08;280.08;other;none;0;1
1122;0;49;1;1;0;0;333.84;333.84;tied_agend;none;0;0
1123;1;48;1;1;0;0;529.78;9282.23;tied_agend;none;1;0
1124;0;44;1;0;1;0;968.91;968.91;broker;none;1;0
1125;0;38;1;0;0;1;5798.84;5798.84;tied_agend;none;1;0
1126;0;53;1;0;1;0;650.9;650.9;tied_agend;none;0;1
1127;0;46;2;1;0;0;657.08;4782.52;tied_agend;none;0;0
1128;0;38;1;1;0;0;562.8;562.8;other;none;0;1
1129;0;53;1;1;0;0;286.25;631.34;tied_agend;none;0;0
1130;1;38;4;1;0;0;1919.52;3356.54;multiple;none;1;1
1131;1;30;7;1;1;1;3521.95;6083.85;tied_agend;p+;0;1
1132;1;56;2;1;1;0;1623.98;1761.45;tied_agend;none;0;1
1133;1;53;10;1;1;1;3867.33;3867.33;tied_agend;p+;1;1
1134;0;31;4;1;1;1;1186.58;1186.58;tied_agend;none;0;1
1135;0;31;1;1;0;0;35.97;35.97;tied_agend;none;1;1
1136;0;59;2;1;0;0;979.79;979.79;tied_agend;none;0;1
1137;0;58;4;1;0;0;925.4;925.4;tied_agend;none;0;0
1138;0;54;4;1;1;1;1800.52;1800.52;broker;none;0;0
1139;0;36;1;0;0;1;161.21;161.21;broker;none;0;1
1140;0;30;2;0;1;1;597.77;597.77;multiple;none;0;0
1141;0;61;3;1;0;0;272.02;272.02;tied_agend;none;0;1
1142;0;49;3;1;1;0;709.46;921.03;tied_agend;none;0;0
1143;0;59;1;1;0;0;1.4;1.4;tied_agend;none;0;0
1144;1;49;1;1;0;0;1710.42;1710.42;tied_agend;p;0;1
1145;0;45;2;1;0;0;485.57;485.57;tied_agend;p;1;0
1146;1;61;3;1;0;0;491.05;491.05;tied_agend;p;0;1
1147;0;37;1;1;0;0;777.41;777.41;other;none;0;0
1148;1;55;3;1;1;1;1122.56;1122.56;multiple;none;1;0
1149;0;30;2;1;0;0;234.96;234.96;tied_agend;none;0;0
1150;1;38;2;1;0;0;1362.25;1362.25;tied_agend;none;1;0
1151;0;36;6;1;1;1;2414.89;2414.89;tied_agend;none;0;1
1152;0;53;1;0;0;1;44.6;44.6;bank;none;0;1
1153;0;45;1;1;0;0;445.4;445.4;tied_agend;none;0;1
1154;0;42;1;0;1;0;334.25;334.25;tied_agend;none;0;1
1155;0;66;1;1;0;0;219.1;219.1;other;none;0;1
1156;1;53;9;1;1;1;4721.56;4721.56;multiple;p;1;0
1157;0;59;1;1;0;0;1059.19;2189.33;tied_agend;none;0;0
1158;0;53;1;0;1;0;1028;1400.71;broker;none;0;0
1159;0;52;1;0;1;0;21.15;9009.34;tied_agend;none;1;0
1160;0;35;2;1;0;1;669.65;669.65;tied_agend;none;0;0
1161;0;54;1;1;0;0;97.63;97.63;tied_agend;none;1;0
1162;0;63;1;0;0;1;105.71;424.29;tied_agend;none;0;1
1163;0;33;2;1;0;0;136.41;136.41;tied_agend;p;0;1
1164;0;46;1;0;0;1;142.78;142.78;tied_agend;none;0;0
1165;1;34;3;1;0;0;2617.68;2975.78;tied_agend;p;0;1
1166;0;38;6;1;1;1;1635.76;1635.76;tied_agend;none;0;0
1167;0;39;6;1;1;1;3039.85;3039.85;tied_agend;none;0;0
1168;1;49;4;1;1;1;3221.86;3390.92;tied_agend;p;0;1
1169;0;68;5;1;0;1;1085.42;1085.42;tied_agend;none;0;1
1170;0;55;6;1;1;1;2109.34;2422.03;tied_agend;none;1;1
1171;1;37;4;1;0;1;746.69;746.69;tied_agend;none;1;0
1172;0;51;1;0;1;0;390.32;601.67;other;none;1;0
1173;0;50;1;1;0;0;390.77;390.77;other;none;0;0
1174;0;56;3;1;0;1;1516.15;3724.23;tied_agend;none;0;0
1175;0;49;4;1;0;1;15063.02;15063.02;tied_agend;none;0;1
1176;0;39;2;1;1;0;1024.68;3626.32;tied_agend;p;0;0
1177;0;46;1;1;0;0;51.29;51.29;tied_agend;none;0;0
1178;1;42;1;0;0;1;124.98;124.98;bank;none;0;1
1179;0;64;1;0;1;0;247.38;247.38;other;none;1;0
1180;0;60;2;1;0;0;362.1;362.1;tied_agend;none;1;1
1181;0;63;1;0;0;1;1.36;1.36;other;none;0;0
1182;1;50;7;1;1;0;1825.5;2439.93;tied_agend;none;0;1
1183;1;59;3;1;1;1;4781.3;4863.76;tied_agend;none;0;1
1184;0;61;2;1;1;0;505.01;505.01;multiple;lh;0;1
1185;0;63;3;1;0;1;1011.27;1481.63;tied_agend;none;0;1
1186;0;51;2;1;0;0;232.6;232.6;tied_agend;none;0;1
1187;0;45;1;1;0;0;528.87;528.87;other;none;0;1
1188;1;57;3;1;0;0;1188.07;1642.88;tied_agend;none;1;1
1189;1;50;7;1;1;0;4462.33;4462.33;tied_agend;p;0;1
1190;1;46;2;1;0;1;690.34;690.34;bank;none;1;1
1191;1;58;1;1;0;0;793.32;793.32;other;none;1;0
1192;0;59;1;0;0;1;852.65;852.65;bank;none;0;1
1193;0;54;1;1;0;0;365.21;365.21;other;none;0;1
1194;0;55;1;0;1;0;2593.96;2593.96;other;none;0;1
1195;0;36;1;0;1;0;7.39;7.39;other;none;0;1
1196;0;57;8;1;1;1;10582.67;10582.67;tied_agend;none;1;0
1197;0;39;2;1;1;0;2480.8;2480.8;other;none;0;1
1198;0;61;1;0;0;1;0.39;0.39;other;none;1;1
1199;0;45;2;1;1;0;1296.87;1538.88;multiple;p;0;1
1200;1;36;1;1;0;0;655.88;655.88;other;none;0;1
1201;0;35;2;0;1;1;749.61;749.61;tied_agend;none;0;0
1202;0;37;1;0;0;1;8.62;11033.89;other;none;0;0
1203;0;57;1;0;1;0;520.19;2933.5;tied_agend;none;1;1
1204;0;52;1;0;1;0;1298.02;1298.02;tied_agend;none;0;0
1205;0;54;1;0;0;1;26.34;26.34;bank;lh;1;0
1206;0;63;1;0;0;1;503.36;503.36;tied_agend;none;1;0
1207;0;43;1;0;0;1;7.32;7.32;tied_agend;none;1;1
1208;0;55;3;1;0;0;275.63;275.63;tied_agend;none;0;1
1209;0;30;1;0;1;0;80.1;80.1;other;lh;0;1
1210;1;57;5;1;0;0;1261.34;1261.34;tied_agend;p;0;0
1211;1;59;4;1;0;1;2168.96;4085.15;tied_agend;none;0;1
1212;0;41;3;1;0;0;632.37;632.37;tied_agend;none;0;1
1213;0;43;2;0;1;0;2712.66;3477.51;tied_agend;none;0;1
1214;0;49;1;1;0;0;800.5;800.5;tied_agend;none;1;1
1215;0;31;1;1;0;0;447.25;447.25;tied_agend;none;0;1
1216;1;32;2;0;1;0;2750.82;13136.22;tied_agend;none;0;0
1217;0;65;4;1;0;0;770.28;770.28;broker;none;0;0
1218;0;43;6;1;1;1;5999;11449.84;tied_agend;p;0;1
1219;0;45;4;1;0;0;1297.84;1297.84;broker;none;0;1
1220;1;49;1;1;0;0;546.75;3131.06;other;p;1;0
1221;0;65;1;0;0;1;1312.89;1317.84;tied_agend;none;0;0
1222;0;60;4;1;0;0;1419.04;1419.04;tied_agend;none;0;1
1223;0;49;1;0;1;0;2743.12;3570.98;tied_agend;none;0;0
1224;0;43;1;0;0;1;2.39;2.39;other;lh;0;0
1225;0;60;1;0;1;0;1084.63;2641.77;tied_agend;none;0;0
1226;0;67;5;1;0;0;459.84;2152.47;tied_agend;none;0;1
1227;0;56;1;1;0;0;649.5;649.5;other;none;0;0
1228;0;37;2;0;1;0;4232.69;8375.66;tied_agend;none;1;1
1229;0;38;1;0;1;0;2434.29;2434.29;other;none;0;1
1230;0;51;1;0;1;0;203.1;203.1;tied_agend;none;0;0
1231;0;68;1;1;0;0;179.96;179.96;tied_agend;none;1;1
1232;0;53;2;1;0;0;420.96;420.96;tied_agend;none;0;0
1233;1;41;9;1;1;1;2672.78;2672.78;multiple;none;0;1
1234;1;59;8;1;1;1;4489.8;4492.92;tied_agend;none;0;1
1235;0;37;1;1;0;0;378.88;378.88;other;p;0;0
1236;1;42;6;1;1;1;4020.79;4761.33;tied_agend;p;0;1
1237;0;40;5;1;1;0;3318.05;3789.27;tied_agend;none;0;1
1238;1;45;9;1;1;1;4309.58;4309.58;tied_agend;none;1;0
1239;0;64;1;0;1;0;2330.86;2330.86;broker;none;1;0
1240;0;63;4;1;1;1;2092.28;2678.27;tied_agend;none;0;0
1241;1;62;1;1;0;0;436.4;1768.19;tied_agend;none;1;0
1242;0;43;1;0;0;1;9798.19;9798.19;bank;none;0;1
1243;0;36;3;0;1;1;8240.22;8240.22;multiple;none;0;1
1244;0;53;1;1;0;0;173.53;173.53;tied_agend;none;0;1
1245;0;49;1;0;1;0;2141.6;2141.6;bank;lh;0;1
1246;0;54;2;1;0;0;550.39;550.39;tied_agend;p;1;1
1247;0;49;1;1;0;0;196.39;196.39;tied_agend;none;1;0
1248;0;52;4;1;1;0;12594.49;12594.49;tied_agend;none;1;1
1249;0;30;1;0;1;0;1675.36;3478.46;tied_agend;none;0;0
1250;0;31;4;1;1;0;2157.11;2157.11;tied_agend;none;0;1
1251;0;45;1;1;0;0;93.76;1951.57;tied_agend;none;0;0
1252;0;46;2;1;1;0;669.48;2345.34;tied_agend;none;1;0
1253;0;37;1;0;1;0;1210.78;1210.78;other;none;1;0
1254;0;64;1;0;1;0;472.18;472.18;tied_agend;none;0;1
1255;0;57;1;1;0;0;157.01;157.01;tied_agend;none;0;1
1256;0;66;1;1;0;0;82.78;963.1;tied_agend;none;0;0
1257;1;40;2;1;0;0;363.51;363.51;tied_agend;p;0;1
1258;0;62;1;1;0;0;831.16;831.16;tied_agend;none;0;1
1259;1;55;3;1;0;1;2162.42;2162.42;multiple;none;0;1
1260;0;46;2;1;1;0;451.88;451.88;multiple;lh;0;0
1261;0;60;1;1;0;0;9.83;9.83;tied_agend;none;0;1
1262;0;48;6;1;1;1;5835.22;5835.22;broker;lh;0;1
1263;0;65;1;1;0;0;305.73;305.73;other;none;0;0
1264;0;63;1;1;0;0;105.01;105.01;tied_agend;none;0;1
1265;0;67;1;0;0;1;653.05;653.05;tied_agend;none;0;0
1266;0;49;1;0;0;1;4.79;4.79;tied_agend;none;1;1
1267;1;37;1;0;1;0;390.91;390.91;tied_agend;none;0;1
1268;0;36;6;1;0;0;1120.51;1120.51;tied_agend;p;0;0
1269;0;46;1;1;0;0;512;728.55;tied_agend;p;1;1
1270;1;70;1;1;0;0;115.12;115.12;tied_agend;none;0;1
1271;0;41;2;1;1;0;4951.73;4951.73;multiple;p;0;1
1272;0;60;4;1;0;0;744.95;1044.87;tied_agend;none;0;1
1273;0;59;4;1;0;0;1253.28;1253.28;tied_agend;none;1;1
1274;0;61;1;0;1;0;3226.88;3226.88;broker;none;0;1
1275;0;69;2;1;1;0;642.88;1260.75;tied_agend;none;0;1
1276;0;41;1;1;0;0;520.25;520.25;tied_agend;none;0;1
1277;1;55;2;1;0;0;732.34;732.34;tied_agend;none;0;1
1278;0;49;1;0;1;0;208.4;3230.76;tied_agend;none;0;1
1279;0;57;4;1;1;0;1060.73;4772.81;tied_agend;none;0;0
1280;1;42;3;1;0;0;217.73;2098.87;tied_agend;none;0;1
1281;1;59;2;1;0;0;238.56;238.56;tied_agend;none;0;0
1282;1;57;1;0;0;1;1.24;1.24;tied_agend;none;0;1
1283;0;32;2;1;0;0;929;929;tied_agend;none;0;0
1284;0;30;3;1;0;0;331.85;331.85;tied_agend;none;1;1
1285;1;47;5;1;0;0;1671.87;1671.87;tied_agend;none;0;1
1286;0;58;3;1;1;0;996.09;11483.27;broker;none;0;0
1287;1;65;1;0;1;0;794.94;2789.46;tied_agend;none;0;0
1288;0;35;1;0;1;0;10368.05;20712.48;broker;lh;0;1
1289;0;66;6;1;1;0;2070.31;2458.84;tied_agend;none;0;1
1290;1;39;3;0;1;0;2881.34;3605.91;broker;none;0;1
1291;0;40;2;1;0;0;268.15;268.15;tied_agend;none;0;1
1292;1;48;3;1;0;0;301.05;301.05;tied_agend;p;0;1
1293;1;34;10;1;1;1;26729.4;32577.66;tied_agend;none;0;1
1294;0;49;4;1;0;1;1358.57;1358.57;tied_agend;p+;0;1
1295;1;36;1;1;0;0;405.29;842.67;tied_agend;none;0;1
1296;0;50;2;0;1;1;2105.52;2105.52;tied_agend;none;0;1
1297;1;52;8;1;1;1;2080.57;2080.57;tied_agend;lh;1;0
1298;0;38;1;0;0;1;20.32;20.32;tied_agend;none;0;1
1299;0;51;3;1;0;1;215.02;456.17;tied_agend;none;0;1
1300;0;58;1;0;1;0;6798.16;6798.16;broker;none;0;0
1301;0;48;1;1;0;0;95.43;95.43;tied_agend;none;1;1
1302;0;68;1;0;0;1;234.33;234.33;bank;none;0;1
1303;0;32;4;1;1;0;1243.37;1956.01;broker;none;0;1
1304;0;33;2;1;1;0;514.61;514.61;tied_agend;none;0;0
1305;0;62;7;1;1;0;4628.63;8880.03;tied_agend;none;0;0
1306;0;43;1;0;1;0;1249.31;1249.31;broker;none;0;1
1307;0;50;1;0;1;0;13852.64;13852.64;tied_agend;none;1;1
1308;0;55;1;1;0;0;391.73;391.73;tied_agend;none;0;1
1309;0;58;1;0;1;0;611.45;1964.51;tied_agend;none;0;0
1310;0;58;1;1;0;0;236.68;1120.2;tied_agend;none;0;0
1311;0;54;1;1;0;0;133.41;133.41;tied_agend;none;0;1
1312;0;39;1;0;1;0;17508.45;17508.45;bank;none;0;0
1313;1;38;2;1;0;0;277.2;11919.24;tied_agend;none;1;1
1314;0;68;1;1;0;0;4008.24;9924.63;bank;none;0;0
1315;0;66;1;1;0;0;120.99;127.72;tied_agend;none;0;0
1316;0;32;1;0;1;0;372.33;372.33;broker;none;1;1
1317;0;55;4;0;1;1;6394.86;10400.88;multiple;none;0;1
1318;0;53;5;1;1;0;2237.59;2688.58;multiple;none;0;0
1319;0;46;1;1;0;0;300.49;300.49;broker;none;0;0
1320;0;47;1;0;0;1;368.68;368.68;tied_agend;none;0;0
1321;0;36;2;1;0;0;358.03;358.03;tied_agend;none;1;1
1322;1;41;1;1;0;0;955.53;955.53;tied_agend;p;0;1
1323;1;54;3;1;1;0;867.22;867.22;tied_agend;none;0;1
1324;0;57;1;0;1;0;3296.82;3296.82;broker;lh;0;0
1325;0;45;1;0;1;0;2638.88;4191.25;bank;none;1;0
1326;1;37;4;1;1;0;5852.53;9525.45;broker;none;0;1
1327;0;51;1;0;1;0;5596.28;5596.28;bank;none;1;1
1328;0;58;1;0;0;1;465.78;465.78;tied_agend;none;0;0
1329;0;45;1;0;0;1;113.48;113.48;tied_agend;none;1;0
1330;0;58;1;0;1;0;203.42;2057.28;tied_agend;none;1;0
1331;0;35;1;0;0;1;118.85;578.56;tied_agend;none;0;0
1332;1;50;7;1;1;0;4594.5;5578.55;tied_agend;p;0;1
1333;0;65;4;1;0;0;1158.03;1366.03;tied_agend;none;0;1
1334;0;49;3;1;0;1;235.76;235.76;tied_agend;none;0;0
1335;0;54;1;0;0;1;7143.52;7143.52;tied_agend;none;1;1
1336;1;44;1;1;0;0;431.25;431.25;other;none;0;1
1337;0;55;2;0;0;1;75.21;75.21;tied_agend;none;0;1
1338;0;57;3;1;0;0;1456.86;1456.86;tied_agend;p;0;1
1339;0;67;3;1;0;0;1004.61;1004.61;tied_agend;none;0;1
1340;0;41;2;1;1;0;1345.17;2834.55;broker;none;1;0
1341;0;31;1;0;1;0;882.35;882.35;tied_agend;none;0;1
1342;0;51;1;1;0;0;90.69;279.95;tied_agend;none;0;1
1343;1;44;8;1;0;1;2100.48;7483.55;tied_agend;p;0;1
1344;0;51;3;1;1;0;464.03;464.03;broker;none;0;0
1345;0;51;1;1;0;0;594.34;1797.57;tied_agend;p;0;0
1346;0;54;3;1;0;0;239.46;239.46;tied_agend;p;0;0
1347;1;55;1;1;0;0;709.38;709.38;tied_agend;none;1;0
1348;0;70;3;1;1;0;807.28;807.28;tied_agend;none;0;0
1349;0;48;5;1;1;1;1874.58;8762.01;tied_agend;none;1;1
1350;1;65;2;1;0;0;800.24;1067.99;tied_agend;none;0;1
1351;0;44;1;1;0;0;360.31;2256.04;other;none;0;0
1352;0;64;3;1;0;1;1591.28;1591.28;tied_agend;none;0;1
1353;0;38;1;0;0;1;106;106;tied_agend;none;0;0
1354;0;58;1;1;0;0;24.59;24.59;tied_agend;none;0;1
1355;0;52;1;1;0;0;294.05;294.05;tied_agend;none;0;0
1356;0;44;2;0;1;0;2017.64;4384.89;multiple;none;0;1
1357;1;50;3;1;0;0;444.16;444.16;tied_agend;none;1;0
1358;0;64;1;0;0;1;152.21;152.21;bank;none;0;1
1359;0;61;3;1;0;1;492.8;1623.37;tied_agend;none;0;1
1360;0;51;2;1;0;0;993.96;993.96;tied_agend;none;0;0
1361;1;38;1;1;0;0;540.98;1185.25;tied_agend;none;0;0
1362;1;36;2;0;1;0;2456.09;2465.83;tied_agend;none;1;1
1363;1;62;2;1;0;1;913.2;913.2;tied_agend;none;0;1
1364;0;64;4;1;0;0;593.7;593.7;tied_agend;p;0;1
1365;1;33;3;1;0;0;783.26;783.26;tied_agend;p;0;1
1366;0;60;1;1;0;0;143.25;143.25;other;none;1;1
1367;0;44;1;0;1;0;211.73;2594.27;bank;none;1;0
1368;0;52;1;1;0;0;137.99;137.99;tied_agend;none;1;1
1369;0;61;1;1;0;0;456.2;1646.41;broker;none;0;0
1370;0;60;2;0;1;1;9985.78;9985.78;tied_agend;none;1;0
1371;0;47;5;1;1;0;1951.09;1951.09;tied_agend;none;0;1
1372;0;70;1;1;0;0;330.59;2883.21;tied_agend;none;0;0
1373;0;50;1;1;0;0;412.21;412.21;tied_agend;none;0;1
1374;1;54;6;1;0;1;2404.91;2404.91;tied_agend;none;0;1
1375;0;56;2;0;1;0;498.41;3070.34;broker;none;1;0
1376;0;51;1;1;0;0;677.39;5102.76;tied_agend;p;0;0
1377;0;31;1;1;0;0;145.35;145.35;bank;none;1;1
1378;0;50;1;1;0;0;515.53;515.53;other;none;1;0
1379;0;31;4;1;1;1;1172.57;7969.58;tied_agend;none;0;1
1380;1;52;8;1;1;1;2542.79;2542.79;multiple;none;0;1
1381;0;40;10;1;1;1;4599.22;5590.33;multiple;lh;1;1
1382;0;59;1;1;0;0;335.8;335.8;tied_agend;none;1;1
1383;0;70;1;0;0;1;9.9;9.9;bank;none;0;1
1384;1;56;1;1;0;0;502.43;502.43;other;none;0;1
1385;0;36;1;1;0;0;850.14;850.14;other;none;0;1
1386;0;34;2;1;1;0;1648.16;1648.16;multiple;none;0;1
1387;0;58;3;1;0;0;508.15;508.15;tied_agend;p;0;0
1388;1;50;3;1;1;0;446.17;4196.89;tied_agend;none;0;1
1389;0;45;1;0;1;0;682.71;682.71;bank;none;0;1
1390;0;34;8;1;1;1;3585.79;3649.7;broker;p+;0;0
1391;1;47;1;1;0;0;4105.5;4112.79;tied_agend;none;0;1
1392;1;37;2;1;0;0;272.22;4510.47;tied_agend;none;1;0
1393;1;45;5;1;0;1;1262.98;1262.98;tied_agend;p;0;1
1394;0;33;1;0;1;0;55.49;55.49;bank;none;0;1
1395;0;60;1;1;0;0;87.92;87.92;tied_agend;none;0;0
1396;0;44;1;1;0;0;2.75;2.75;tied_agend;none;1;1
1397;0;65;1;0;1;0;235.88;1656.65;tied_agend;lh;0;0
1398;1;64;1;1;0;0;169.66;169.66;tied_agend;none;1;1
1399;0;35;2;1;0;1;171.65;171.65;tied_agend;none;1;1
1400;0;67;1;0;0;1;88.05;88.05;tied_agend;none;0;0
1401;0;49;8;1;1;0;4090.15;7333.56;broker;none;1;1
1402;0;31;1;0;1;0;353.26;353.26;other;none;0;0
1403;0;48;2;1;0;0;414.19;414.19;broker;none;0;1
1404;1;67;1;1;0;0;147.32;147.32;tied_agend;none;0;1
1405;1;46;5;1;1;0;9191.02;9191.02;tied_agend;none;1;1
1406;0;69;2;1;0;0;1084.78;1084.78;tied_agend;none;1;1
1407;1;50;3;1;0;0;2149.35;2149.35;tied_agend;none;0;1
1408;1;37;1;1;0;0;206.9;627.26;other;none;0;1
1409;0;53;1;1;0;0;249.47;249.47;tied_agend;none;1;0
1410;0;35;2;1;0;0;254.25;1407.09;tied_agend;none;0;0
1411;0;31;4;1;1;1;1302.49;2615.31;tied_agend;none;0;0
1412;0;61;2;1;0;0;279.71;279.71;tied_agend;none;0;1
1413;1;34;10;1;1;1;17931.3;17931.3;multiple;p+;0;1
1414;1;54;2;0;1;0;1640;6285.43;tied_agend;none;1;0
1415;0;47;1;0;0;1;209.89;209.89;tied_agend;none;1;1
1416;0;51;1;0;0;1;83.87;85.82;tied_agend;none;0;0
1417;0;64;1;0;1;0;1.19;1.19;bank;none;0;1
1418;1;57;5;1;1;0;2179.48;2179.48;tied_agend;none;1;1
1419;0;46;1;1;0;0;3.89;494.55;bank;none;0;0
1420;1;36;1;0;1;0;2261.3;2261.3;other;none;0;1
1421;0;60;7;1;0;1;12760.37;12760.37;tied_agend;none;1;1
1422;1;41;2;1;1;0;1616.73;4227.08;tied_agend;none;1;0
1423;0;67;4;1;0;0;1774.8;1774.8;tied_agend;none;0;1
1424;0;35;2;1;1;0;1681.9;2682.53;broker;none;0;1
1425;0;30;1;0;0;1;4.76;4.76;tied_agend;none;0;1
1426;0;46;3;1;0;0;472.53;472.53;tied_agend;p;0;0
1427;0;46;5;1;0;1;1409.82;9148.23;tied_agend;none;1;1
1428;1;54;2;1;1;0;1797.85;3174.39;bank;none;0;1
1429;0;39;1;0;0;1;21.32;95.24;multiple;none;0;1
1430;0;45;2;0;1;0;3926.88;3926.88;bank;none;0;1
1431;0;51;1;0;1;0;80.58;80.58;bank;none;0;0
1432;0;50;1;1;0;0;83.25;83.25;tied_agend;none;1;1
1433;1;38;2;1;0;0;891.23;891.23;tied_agend;none;0;1
1434;0;41;2;1;1;0;236.26;1892.87;broker;none;0;0
1435;0;54;1;1;0;0;860.7;2064.99;tied_agend;none;0;0
1436;0;56;1;0;0;1;95.07;95.07;tied_agend;none;0;1
1437;0;62;7;1;1;0;7164.38;14083.12;multiple;none;0;1
1438;0;50;1;1;0;0;278.03;3032.79;tied_agend;none;0;1
1439;0;67;1;0;0;1;78.59;205.67;tied_agend;none;1;0
1440;0;58;1;0;1;0;2456.87;3918.68;broker;none;0;1
1441;0;46;1;0;0;1;33.55;33.55;tied_agend;none;0;0
1442;0;32;1;0;1;0;839.01;2357.43;tied_agend;none;0;1
1443;1;37;6;1;1;0;2089.56;2089.56;tied_agend;p;0;1
1444;1;59;6;1;1;1;26515.82;32553.66;tied_agend;p;1;1
1445;0;60;4;1;0;0;543.59;543.59;tied_agend;none;0;0
1446;0;49;2;1;1;0;736.66;1360.73;multiple;none;0;1
1447;1;35;2;1;0;0;1061.37;1061.37;tied_agend;none;0;1
1448;0;66;2;0;1;0;1509.91;5407.5;tied_agend;none;0;1
1449;0;32;1;1;0;0;119.84;119.84;tied_agend;none;0;0
1450;0;53;1;1;0;0;359.49;359.49;tied_agend;none;0;1
1451;0;52;1;1;0;0;327.13;327.13;other;none;1;1
1452;0;43;1;0;0;1;53.98;53.98;tied_agend;none;0;0
1453;0;32;3;1;1;0;2533.83;2533.83;tied_agend;none;1;1
1454;0;59;3;1;0;0;264.25;264.25;bank;none;1;1
1455;1;53;1;1;0;0;403.56;403.56;tied_agend;none;0;1
1456;0;53;1;1;0;0;506.53;713.28;tied_agend;none;1;0
1457;1;60;6;1;1;0;2933.19;3655.24;tied_agend;p;0;1
1458;0;38;4;1;1;1;3879.62;3879.62;tied_agend;none;1;1
1459;0;57;2;0;1;1;2070.2;2070.2;tied_agend;none;0;1
1460;1;54;3;1;1;1;2247.89;2247.89;tied_agend;none;0;1
1461;0;40;4;1;1;0;7750.49;7750.49;tied_agend;none;1;1
1462;0;39;1;0;1;0;1314.73;1314.73;broker;none;0;1
1463;0;42;1;1;0;0;169.8;169.8;tied_agend;none;1;1
1464;0;51;1;1;0;0;566.54;1286.76;other;none;0;1
1465;1;61;6;1;0;0;1171.95;2854.7;tied_agend;none;0;0
1466;0;45;1;0;0;1;107.01;107.01;tied_agend;none;0;1
1467;0;36;6;1;1;0;1550.96;1550.96;tied_agend;p;1;1
1468;1;30;8;1;1;1;16304.47;16304.47;tied_agend;p+;0;1
